,N_People
5792,2
5793,2
5794,8
5795,5
5796,7
5797,1
5798,1
5799,11
5800,0
5801,6
5802,1
5803,0
5804,8
5805,9
5806,8
5807,6
5808,7
5809,2
5810,4
5811,7
5812,6
5813,7
5814,2
5815,11
5816,8
5817,0
5818,8
5819,0
5820,5
5821,1
5822,2
5823,8
5824,5
5825,7
5826,7
5827,8
5828,0
5829,0
5830,8
5831,8
5832,11
5833,5
5834,7
5835,2
5836,7
5837,7
5838,11
5839,7
5840,0
5841,11
5842,6
5843,6
5844,7
5845,8
5846,9
5847,10
5848,6
5849,6
5850,7
5851,8
5852,7
5853,2
5854,9
5855,4
5856,7
5857,6
5858,0
5859,6
5860,0
5861,9
5862,11
5863,11
5864,8
5865,11
5866,11
5867,8
5868,1
5869,6
5870,2
5871,11
5872,0
5873,2
5874,7
5875,7
5876,0
5877,11
5878,5
5879,6
5880,11
5881,0
5882,0
5883,1
5884,11
5885,7
5886,11
5887,11
5888,0
5889,7
5890,11
5891,7
5892,2
5893,9
5894,8
5895,7
5896,8
5897,2
5898,2
5899,6
5900,8
5901,10
5902,8
5903,11
5904,8
5905,5
5906,2
5907,7
5908,0
5909,7
5910,8
5911,7
5912,11
5913,3
5914,11
5915,11
5916,0
5917,0
5918,5
5919,11
5920,11
5921,3
5922,11
5923,11
5924,7
5925,11
5926,7
5927,7
5928,6
5929,0
5930,8
5931,7
5932,7
5933,7
5934,0
5935,3
5936,5
5937,7
5938,5
5939,6
5940,7
5941,7
5942,11
5943,0
5944,7
5945,2
5946,11
5947,0
5948,5
5949,7
5950,8
5951,9
5952,0
5953,2
5954,8
5955,0
5956,4
5957,11
5958,8
5959,7
5960,5
5961,8
5962,5
5963,6
5964,8
5965,6
5966,7
5967,6
5968,8
5969,8
5970,6
5971,11
5972,11
5973,5
5974,8
5975,6
5976,6
5977,5
5978,7
5979,2
5980,6
5981,6
5982,7
5983,9
5984,6
5985,11
5986,6
5987,11
5988,0
5989,0
5990,0
5991,6
5992,1
5993,7
5994,8
5995,11
5996,7
5997,2
5998,8
5999,11
6000,0
6001,0
6002,11
6003,0
6004,0
6005,7
6006,0
6007,6
6008,7
6009,6
6010,0
6011,5
6012,8
6013,7
6014,0
6015,8
6016,0
6017,1
6018,11
6019,0
6020,0
6021,0
6022,8
6023,3
6024,6
6025,10
6026,6
6027,4
6028,6
6029,11
6030,8
6031,8
6032,6
6033,0
6034,4
6035,8
6036,2
6037,5
6038,5
6039,8
6040,2
6041,10
6042,5
6043,7
6044,10
6045,7
6046,0
6047,0
6048,7
6049,5
6050,6
6051,11
6052,9
6053,7
6054,0
6055,8
6056,0
6057,4
6058,8
6059,0
6060,2
6061,6
6062,8
6063,5
6064,5
6065,8
6066,7
6067,8
6068,2
6069,7
6070,7
6071,7
6072,11
6073,8
6074,2
6075,7
6076,9
6077,11
6078,8
6079,0
6080,0
6081,11
6082,2
6083,10
6084,2
6085,10
6086,6
6087,8
6088,8
6089,0
6090,7
6091,11
6092,9
6093,11
6094,1
6095,2
6096,0
6097,8
6098,7
6099,5
6100,5
6101,0
6102,11
6103,0
6104,5
6105,7
6106,5
6107,0
6108,8
6109,3
6110,8
6111,0
6112,11
6113,2
6114,2
6115,0
6116,0
6117,8
6118,8
6119,1
6120,0
6121,2
6122,0
6123,0
6124,2
6125,0
6126,3
6127,8
6128,0
6129,8
6130,8
6131,0
6132,6
6133,0
6134,8
6135,5
6136,11
6137,11
6138,0
6139,6
6140,7
6141,5
6142,0
6143,4
6144,7
6145,8
6146,3
6147,3
6148,8
6149,7
6150,0
6151,7
6152,0
6153,5
6154,9
6155,7
6156,6
6157,6
6158,6
6159,8
6160,0
6161,8
6162,7
6163,5
6164,1
6165,11
6166,0
6167,1
6168,0
6169,0
6170,8
6171,4
6172,7
6173,10
6174,11
6175,6
6176,7
6177,8
6178,6
6179,7
6180,7
6181,8
6182,0
6183,9
6184,0
6185,3
6186,2
6187,8
6188,2
6189,1
6190,11
6191,0
6192,0
6193,7
6194,4
6195,0
6196,0
6197,0
6198,11
6199,11
6200,10
6201,7
6202,7
6203,8
6204,11
6205,8
6206,2
6207,5
6208,6
6209,5
6210,1
6211,0
6212,7
6213,0
6214,2
6215,4
6216,6
6217,9
6218,0
6219,5
6220,8
6221,0
6222,1
6223,10
6224,0
6225,7
6226,7
6227,7
6228,6
6229,5
6230,8
6231,8
6232,6
6233,2
6234,11
6235,0
6236,0
6237,7
6238,7
6239,2
6240,0
6241,0
6242,6
6243,11
6244,8
6245,0
6246,0
6247,5
6248,5
6249,11
6250,10
6251,1
6252,6
6253,11
6254,0
6255,6
6256,6
6257,10
6258,7
6259,7
6260,2
6261,7
6262,3
6263,6
6264,8
6265,0
6266,6
6267,7
6268,3
6269,7
6270,6
6271,7
6272,8
6273,0
6274,5
6275,5
6276,4
6277,10
6278,6
6279,0
6280,0
6281,5
6282,11
6283,7
6284,2
6285,9
6286,7
6287,0
6288,2
6289,7
6290,11
6291,6
6292,9
6293,0
6294,7
6295,7
6296,9
6297,8
6298,7
6299,11
6300,6
6301,7
6302,6
6303,11
6304,1
6305,0
6306,2
6307,11
6308,7
6309,6
6310,8
6311,0
6312,8
6313,6
6314,11
6315,8
6316,11
6317,6
6318,7
6319,8
6320,0
6321,5
6322,11
6323,8
6324,11
6325,10
6326,8
6327,6
6328,7
6329,1
6330,4
6331,8
6332,0
6333,3
6334,0
6335,7
6336,7
6337,6
6338,0
6339,0
6340,11
6341,7
6342,1
6343,11
6344,2
6345,11
6346,0
6347,8
6348,11
6349,4
6350,8
6351,8
6352,8
6353,7
6354,6
6355,5
6356,7
6357,2
6358,8
6359,0
6360,8
6361,0
6362,2
6363,7
6364,7
6365,8
6366,11
6367,0
6368,8
6369,0
6370,8
6371,9
6372,5
6373,8
6374,8
6375,0
6376,5
6377,4
6378,0
6379,11
6380,11
6381,7
6382,0
6383,8
6384,1
6385,0
6386,7
6387,5
6388,4
6389,7
6390,8
6391,5
6392,11
6393,6
6394,0
6395,11
6396,8
6397,6
6398,5
6399,7
6400,6
6401,0
6402,11
6403,3
6404,9
6405,9
6406,11
6407,4
6408,6
6409,5
6410,0
6411,5
6412,5
6413,0
6414,2
6415,2
6416,8
6417,8
6418,10
6419,8
6420,7
6421,9
6422,5
6423,5
6424,2
6425,10
6426,7
6427,7
6428,5
6429,8
6430,8
6431,5
6432,9
6433,6
6434,11
6435,9
6436,7
6437,11
6438,5
6439,0
6440,0
6441,5
6442,11
6443,7
6444,0
6445,0
6446,6
6447,11
6448,0
6449,7
6450,7
6451,10
6452,5
6453,5
6454,5
6455,0
6456,8
6457,6
6458,11
6459,7
6460,0
6461,8
6462,7
6463,11
6464,0
6465,5
6466,5
6467,7
6468,7
6469,10
6470,6
6471,2
6472,5
6473,1
6474,8
6475,10
6476,9
6477,2
6478,5
6479,0
6480,7
6481,7
6482,11
6483,8
6484,11
6485,0
6486,2
6487,0
6488,2
6489,2
6490,8
6491,11
6492,5
6493,6
6494,0
6495,0
6496,8
6497,7
6498,5
6499,7
6500,6
6501,5
6502,7
6503,0
6504,9
6505,0
6506,1
6507,2
6508,11
6509,10
6510,5
6511,7
6512,1
6513,11
6514,2
6515,11
6516,0
6517,11
6518,2
6519,5
6520,7
6521,7
6522,9
6523,7
6524,0
6525,9
6526,10
6527,6
6528,0
6529,3
6530,8
6531,0
6532,7
6533,0
6534,2
6535,5
6536,3
6537,0
6538,7
6539,0
6540,0
6541,11
6542,0
6543,9
6544,7
6545,5
6546,2
6547,6
6548,8
6549,3
6550,5
6551,1
6552,5
6553,5
6554,6
6555,0
6556,9
6557,5
6558,8
6559,0
6560,7
6561,11
6562,2
6563,6
6564,5
6565,0
6566,3
6567,11
6568,7
6569,6
6570,8
6571,8
6572,0
6573,5
6574,11
6575,11
6576,11
6577,7
6578,0
6579,0
6580,8
6581,11
6582,0
6583,8
6584,11
6585,8
6586,2
6587,11
6588,4
6589,0
6590,8
6591,6
6592,2
6593,6
6594,5
6595,4
6596,0
6597,7
6598,5
6599,2
6600,0
6601,3
6602,0
6603,8
6604,5
6605,6
6606,8
6607,8
6608,8
6609,11
6610,7
6611,11
6612,7
6613,8
6614,6
6615,8
6616,7
6617,7
6618,7
6619,6
6620,0
6621,5
6622,7
6623,8
6624,0
6625,2
6626,2
6627,6
6628,11
6629,7
6630,7
6631,0
6632,0
6633,7
6634,8
6635,6
6636,11
6637,7
6638,11
6639,6
6640,7
6641,0
6642,7
6643,1
6644,5
6645,4
6646,4
6647,0
6648,0
6649,0
6650,8
6651,7
6652,7
6653,6
6654,7
6655,6
6656,6
6657,8
6658,2
6659,9
6660,11
6661,6
6662,6
6663,5
6664,1
6665,0
6666,8
6667,11
6668,8
6669,7
6670,0
6671,0
6672,7
6673,8
6674,3
6675,11
6676,7
6677,6
6678,2
6679,0
6680,6
6681,5
6682,0
6683,3
6684,6
6685,2
6686,8
6687,6
6688,7
6689,9
6690,11
6691,5
6692,5
6693,8
6694,8
6695,0
6696,0
6697,6
6698,10
6699,11
6700,7
6701,11
6702,7
6703,4
6704,2
6705,7
6706,7
6707,5
6708,7
6709,8
6710,11
6711,8
6712,6
6713,2
6714,11
6715,9
6716,0
6717,8
6718,10
6719,0
6720,7
6721,11
6722,0
6723,2
6724,0
6725,7
6726,7
6727,8
6728,7
6729,7
6730,0
6731,6
6732,1
6733,5
6734,11
6735,7
6736,8
6737,0
6738,0
6739,8
6740,0
6741,7
6742,9
6743,8
6744,7
6745,0
6746,7
6747,8
6748,3
6749,11
6750,2
6751,0
6752,1
6753,6
6754,11
6755,0
6756,7
6757,7
6758,6
6759,6
6760,4
6761,0
6762,8
6763,11
6764,5
6765,1
6766,9
6767,2
6768,8
6769,2
6770,3
6771,0
6772,7
6773,7
6774,7
6775,0
6776,0
6777,11
6778,11
6779,4
6780,8
6781,8
6782,8
6783,7
6784,9
6785,5
6786,4
6787,6
6788,11
6789,11
6790,0
6791,7
6792,8
6793,11
6794,9
6795,7
6796,6
6797,5
6798,8
6799,7
6800,1
6801,6
6802,6
6803,9
6804,7
6805,5
6806,0
6807,6
6808,0
6809,8
6810,7
6811,0
6812,2
6813,5
6814,2
6815,10
6816,5
6817,6
6818,0
6819,6
6820,0
6821,0
6822,10
6823,11
6824,2
6825,8
6826,7
6827,11
6828,8
6829,6
6830,1
6831,2
6832,2
6833,5
6834,8
6835,7
6836,11
6837,9
6838,7
6839,8
6840,0
6841,8
6842,11
6843,5
6844,8
6845,11
6846,11
6847,0
6848,6
6849,7
6850,0
6851,5
6852,7
6853,6
6854,11
6855,5
6856,7
6857,3
6858,9
6859,7
6860,8
6861,11
6862,7
6863,0
6864,0
6865,1
6866,0
6867,6
6868,7
6869,7
6870,11
6871,8
6872,7
6873,6
6874,2
6875,0
6876,7
6877,11
6878,2
6879,11
6880,1
6881,7
6882,8
6883,0
6884,6
6885,2
6886,6
6887,8
6888,5
6889,8
6890,0
6891,6
6892,0
6893,7
6894,10
6895,11
6896,11
6897,9
6898,7
6899,5
6900,0
6901,11
6902,10
6903,5
6904,7
6905,8
6906,2
6907,5
6908,11
6909,6
6910,7
6911,6
6912,8
6913,8
6914,8
6915,6
6916,8
6917,8
6918,4
6919,7
6920,11
6921,0
6922,8
6923,0
6924,8
6925,11
6926,8
6927,7
6928,11
6929,0
6930,6
6931,8
6932,2
6933,7
6934,8
6935,7
6936,2
6937,8
6938,6
6939,2
6940,6
6941,5
6942,6
6943,3
6944,7
6945,11
6946,8
6947,3
6948,8
6949,7
6950,0
6951,0
6952,2
6953,2
6954,0
6955,6
6956,7
6957,11
6958,8
6959,10
6960,8
6961,7
6962,8
6963,7
6964,0
6965,8
6966,7
6967,0
6968,0
6969,2
6970,10
6971,8
6972,5
6973,0
6974,11
6975,7
6976,8
6977,10
6978,11
6979,11
6980,8
6981,0
6982,10
6983,8
6984,0
6985,0
6986,11
6987,5
6988,0
6989,6
6990,7
6991,8
6992,0
6993,5
6994,8
6995,0
6996,2
6997,11
6998,7
6999,5
7000,8
7001,2
7002,6
7003,6
7004,10
7005,5
7006,3
7007,5
7008,6
7009,11
7010,9
7011,11
7012,7
7013,0
7014,8
7015,1
7016,7
7017,9
7018,2
7019,8
7020,8
7021,6
7022,2
7023,11
7024,6
7025,2
7026,5
7027,6
7028,10
7029,8
7030,7
7031,3
7032,2
7033,5
7034,3
7035,7
7036,2
7037,7
7038,8
7039,0
7040,8
7041,2
7042,8
7043,5
7044,11
7045,7
7046,5
7047,0
7048,8
7049,11
7050,5
7051,9
7052,11
7053,1
7054,5
7055,4
7056,8
7057,8
7058,0
7059,3
7060,6
7061,11
7062,7
7063,11
7064,2
7065,8
7066,9
7067,11
7068,9
7069,0
7070,0
7071,8
7072,0
7073,11
7074,3
7075,5
7076,7
7077,2
7078,3
7079,7
7080,11
7081,8
7082,8
7083,7
7084,8
7085,11
7086,5
7087,7
7088,7
7089,7
7090,7
7091,6
7092,7
7093,0
7094,0
7095,9
7096,4
7097,8
7098,10
7099,2
7100,6
7101,8
7102,7
7103,11
7104,4
7105,0
7106,0
7107,4
7108,0
7109,8
7110,11
7111,2
7112,0
7113,7
7114,4
7115,0
7116,7
7117,8
7118,6
7119,7
7120,7
7121,5
7122,5
7123,11
7124,8
7125,11
7126,1
7127,7
7128,0
7129,6
7130,0
7131,1
7132,7
7133,1
7134,7
7135,5
7136,1
7137,8
7138,7
7139,8
7140,11
7141,6
7142,3
7143,1
7144,0
7145,0
7146,11
7147,7
7148,8
7149,11
7150,8
7151,4
7152,2
7153,11
7154,6
7155,0
7156,8
7157,4
7158,7
7159,8
7160,6
7161,9
7162,11
7163,7
7164,8
7165,9
7166,11
7167,7
7168,5
7169,5
7170,9
7171,0
7172,0
7173,5
7174,7
7175,0
7176,8
7177,1
7178,6
7179,7
7180,10
7181,7
7182,4
7183,7
7184,7
7185,4
7186,0
7187,7
7188,11
7189,7
7190,3
7191,7
7192,11
7193,9
7194,11
7195,11
7196,0
7197,7
7198,7
7199,8
7200,7
7201,6
7202,0
7203,8
7204,5
7205,11
7206,0
7207,5
7208,2
7209,6
7210,0
7211,10
7212,6
7213,11
7214,9
7215,0
7216,6
7217,0
7218,7
7219,10
7220,8
7221,9
7222,11
7223,7
7224,0
7225,8
7226,6
7227,6
7228,7
7229,0
7230,7
7231,2
7232,7
7233,0
7234,8
7235,11
7236,8
7237,7
7238,2
7239,2
7240,2
7241,11
7242,0
7243,5
7244,2
7245,7
7246,8
7247,8
7248,11
7249,7
7250,8
7251,4
7252,0
7253,8
7254,4
7255,3
7256,7
7257,11
7258,0
7259,0
7260,0
7261,7
7262,0
7263,7
7264,7
7265,8
7266,8
7267,9
7268,6
7269,0
7270,0
7271,2
7272,9
7273,1
7274,2
7275,6
7276,9
7277,5
7278,11
7279,2
7280,0
7281,2
7282,7
7283,8
7284,11
7285,5
7286,0
7287,9
7288,11
7289,11
7290,6
7291,6
7292,7
7293,6
7294,11
7295,6
7296,1
7297,6
7298,5
7299,2
7300,7
7301,8
7302,4
7303,0
7304,8
7305,8
7306,8
7307,5
7308,0
7309,0
7310,2
7311,7
7312,9
7313,1
7314,8
7315,0
7316,7
7317,11
7318,0
7319,7
7320,7
7321,6
7322,9
7323,5
7324,7
7325,4
7326,7
7327,6
7328,5
7329,2
7330,5
7331,8
7332,7
7333,6
7334,0
7335,6
7336,7
7337,0
7338,11
7339,8
7340,11
7341,2
7342,0
7343,6
7344,0
7345,7
7346,3
7347,8
7348,7
7349,1
7350,11
7351,7
7352,7
7353,11
7354,8
7355,2
7356,6
7357,11
7358,7
7359,4
7360,2
7361,6
7362,7
7363,6
7364,5
7365,5
7366,6
7367,0
7368,10
7369,11
7370,6
7371,8
7372,5
7373,5
7374,10
7375,6
7376,9
7377,11
7378,3
7379,11
7380,9
7381,8
7382,0
7383,8
7384,8
7385,0
7386,7
7387,6
7388,9
7389,11
7390,0
7391,6
7392,9
7393,0
7394,8
7395,7
7396,7
7397,0
7398,2
7399,6
7400,2
7401,8
7402,7
7403,0
7404,2
7405,7
7406,7
7407,7
7408,0
7409,8
7410,5
7411,7
7412,8
7413,11
7414,0
7415,11
7416,7
7417,0
7418,11
7419,7
7420,0
7421,5
7422,7
7423,0
7424,6
7425,2
7426,0
7427,3
7428,4
7429,0
7430,7
7431,0
7432,7
7433,8
7434,7
7435,11
7436,8
7437,6
7438,11
7439,5
7440,11
7441,6
7442,5
7443,2
7444,11
7445,11
7446,11
7447,8
7448,0
7449,9
7450,0
7451,0
7452,0
7453,2
7454,4
7455,2
7456,8
7457,7
7458,11
7459,11
7460,6
7461,5
7462,8
7463,6
7464,0
7465,0
7466,0
7467,11
7468,7
7469,11
7470,7
7471,11
7472,10
7473,7
7474,7
7475,11
7476,8
7477,0
7478,0
7479,11
7480,2
7481,3
7482,6
7483,10
7484,0
7485,0
7486,11
7487,5
7488,7
7489,8
7490,0
7491,7
7492,3
7493,2
7494,4
7495,8
7496,8
7497,0
7498,8
7499,6
7500,7
7501,6
7502,8
7503,6
7504,0
7505,11
7506,8
7507,2
7508,11
7509,8
7510,7
7511,11
7512,5
7513,3
7514,6
7515,0
7516,0
7517,2
7518,7
7519,8
7520,8
7521,2
7522,7
7523,11
7524,10
7525,6
7526,0
7527,4
7528,8
7529,7
7530,7
7531,8
7532,11
7533,6
7534,11
7535,11
7536,7
7537,5
7538,8
7539,7
7540,9
7541,8
7542,0
7543,0
7544,7
7545,11
7546,0
7547,11
7548,3
7549,6
7550,4
7551,8
7552,0
7553,6
7554,9
7555,8
7556,6
7557,8
7558,6
7559,10
7560,0
7561,2
7562,6
7563,7
7564,8
7565,11
7566,5
7567,7
7568,8
7569,5
7570,3
7571,5
7572,8
7573,1
7574,5
7575,8
7576,7
7577,3
7578,8
7579,2
7580,0
7581,3
7582,0
7583,11
7584,8
7585,6
7586,11
7587,7
7588,8
7589,11
7590,2
7591,7
7592,0
7593,1
7594,7
7595,7
7596,0
7597,8
7598,8
7599,7
7600,8
7601,7
7602,6
7603,3
7604,8
7605,11
7606,0
7607,11
7608,8
7609,0
7610,3
7611,4
7612,9
7613,8
7614,7
7615,11
7616,6
7617,5
7618,8
7619,5
7620,6
7621,11
7622,7
7623,11
7624,5
7625,5
7626,6
7627,5
7628,10
7629,7
7630,11
7631,11
7632,6
7633,0
7634,11
7635,6
7636,2
7637,0
7638,8
7639,7
7640,8
7641,5
7642,8
7643,9
7644,8
7645,0
7646,9
7647,2
7648,6
7649,7
7650,2
7651,7
7652,5
7653,0
7654,11
7655,7
7656,11
7657,11
7658,7
7659,8
7660,7
7661,8
7662,7
7663,0
7664,3
7665,0
7666,0
7667,2
7668,2
7669,1
7670,6
7671,7
7672,6
7673,9
7674,0
7675,7
7676,0
7677,0
7678,8
7679,7
7680,8
7681,9
7682,8
7683,2
7684,7
7685,7
7686,3
7687,7
7688,7
7689,8
7690,7
7691,7
7692,0
7693,5
7694,11
7695,6
7696,8
7697,10
7698,8
7699,0
7700,7
7701,6
7702,11
7703,5
7704,0
7705,0
7706,0
7707,1
7708,9
7709,8
7710,9
7711,7
7712,11
7713,8
7714,0
7715,1
7716,7
7717,6
7718,0
7719,11
7720,7
7721,11
7722,8
7723,8
7724,6
7725,8
7726,5
7727,11
7728,11
7729,8
7730,8
7731,3
7732,4
7733,2
7734,7
7735,0
7736,5
7737,7
7738,6
7739,1
7740,5
7741,0
7742,8
7743,8
7744,5
7745,1
7746,11
7747,2
7748,7
7749,10
7750,5
7751,8
7752,5
7753,9
7754,0
7755,11
7756,1
7757,11
7758,1
7759,8
7760,8
7761,0
7762,5
7763,6
7764,0
7765,1
7766,11
7767,5
7768,3
7769,0
7770,5
7771,5
7772,3
7773,5
7774,6
7775,7
7776,6
7777,0
7778,11
7779,0
7780,8
7781,6
7782,0
7783,2
7784,5
7785,7
7786,8
7787,5
7788,9
7789,11
7790,5
7791,11
7792,7
7793,7
7794,3
7795,0
7796,11
7797,7
7798,0
7799,11
7800,11
7801,0
7802,6
7803,1
7804,6
7805,7
7806,3
7807,7
7808,0
7809,5
7810,7
7811,0
7812,0
7813,7
7814,7
7815,6
7816,0
7817,0
7818,0
7819,8
7820,9
7821,8
7822,1
7823,7
7824,8
7825,6
7826,7
7827,6
7828,1
7829,6
7830,6
7831,8
7832,2
7833,7
7834,11
7835,8
7836,11
7837,6
7838,8
7839,6
7840,1
7841,0
7842,0
7843,7
7844,10
7845,0
7846,0
7847,0
7848,11
7849,0
7850,10
7851,5
7852,7
7853,6
7854,0
7855,6
7856,11
7857,2
7858,8
7859,1
7860,0
7861,1
7862,8
7863,8
7864,11
7865,5
7866,0
7867,8
7868,0
7869,1
7870,8
7871,6
7872,11
7873,0
7874,8
7875,0
7876,0
7877,7
7878,0
7879,9
7880,2
7881,3
7882,0
7883,8
7884,6
7885,8
7886,7
7887,7
7888,11
7889,0
7890,8
7891,4
7892,7
7893,9
7894,2
7895,7
7896,0
7897,5
7898,8
7899,11
7900,6
7901,8
7902,11
7903,0
7904,5
7905,0
7906,3
7907,7
7908,6
7909,5
7910,6
7911,6
7912,8
7913,0
7914,6
7915,4
7916,11
7917,11
7918,7
7919,0
7920,7
7921,7
7922,6
7923,2
7924,11
7925,7
7926,9
7927,7
7928,6
7929,8
7930,2
7931,0
7932,8
7933,8
7934,0
7935,11
7936,9
7937,11
7938,1
7939,11
7940,8
7941,11
7942,2
7943,6
7944,7
7945,7
7946,10
7947,11
7948,11
7949,8
7950,0
7951,5
7952,8
7953,5
7954,8
7955,0
7956,0
7957,7
7958,11
7959,4
7960,8
7961,6
7962,6
7963,9
7964,11
7965,0
7966,10
7967,8
7968,0
7969,5
7970,11
7971,6
7972,8
7973,0
7974,11
7975,6
7976,0
7977,11
7978,0
7979,5
7980,0
7981,4
7982,8
7983,7
7984,4
7985,0
7986,5
7987,7
7988,8
7989,7
7990,2
7991,8
7992,2
7993,0
7994,1
7995,0
7996,11
7997,7
7998,11
7999,5
8000,7
8001,7
8002,11
8003,9
8004,0
8005,11
8006,8
8007,3
8008,7
8009,9
8010,5
8011,6
8012,10
8013,10
8014,11
8015,5
8016,11
8017,7
8018,7
8019,11
8020,0
8021,8
8022,8
8023,11
8024,0
8025,1
8026,5
8027,11
8028,6
8029,4
8030,3
8031,8
8032,9
8033,2
8034,7
8035,9
8036,7
8037,0
8038,6
8039,2
8040,8
8041,8
8042,10
8043,2
8044,0
8045,7
8046,5
8047,9
8048,0
8049,7
8050,11
8051,5
8052,2
8053,9
8054,7
8055,1
8056,2
8057,2
8058,11
8059,5
8060,3
8061,2
8062,0
8063,7
8064,8
8065,8
8066,7
8067,5
8068,10
8069,5
8070,7
8071,11
8072,8
8073,8
8074,7
8075,6
8076,8
8077,0
8078,7
8079,11
8080,5
8081,0
8082,1
8083,2
8084,6
8085,0
8086,8
8087,2
8088,5
8089,8
8090,3
8091,8
8092,8
8093,7
8094,9
8095,2
8096,4
8097,5
8098,0
8099,2
8100,0
8101,0
8102,6
8103,6
8104,11
8105,5
8106,0
8107,7
8108,1
8109,10
8110,4
8111,0
8112,5
8113,7
8114,8
8115,5
8116,11
8117,7
8118,7
8119,6
8120,0
8121,0
8122,11
8123,11
8124,8
8125,6
8126,11
8127,6
8128,7
8129,9
8130,8
8131,10
8132,2
8133,9
8134,0
8135,11
8136,6
8137,8
8138,2
8139,2
8140,3
8141,6
8142,8
8143,11
8144,6
8145,0
8146,8
8147,1
8148,4
8149,5
8150,7
8151,7
8152,7
8153,8
8154,6
8155,8
8156,7
8157,1
8158,5
8159,0
8160,0
8161,11
8162,2
8163,0
8164,7
8165,7
8166,6
8167,0
8168,0
8169,6
8170,9
8171,9
8172,8
8173,8
8174,8
8175,7
8176,7
8177,6
8178,4
8179,7
8180,0
8181,5
8182,0
8183,0
8184,6
8185,11
8186,5
8187,3
8188,10
8189,8
8190,1
8191,0
8192,0
8193,7
8194,0
8195,2
8196,7
8197,7
8198,8
8199,5
8200,9
8201,6
8202,7
8203,5
8204,9
8205,0
8206,0
8207,7
8208,0
8209,6
8210,0
8211,7
8212,2
8213,7
8214,7
8215,2
8216,7
8217,3
8218,9
8219,7
8220,6
8221,0
8222,0
8223,8
8224,11
8225,7
8226,11
8227,0
8228,1
8229,11
8230,8
8231,1
8232,6
8233,10
8234,0
8235,2
8236,5
8237,0
8238,11
8239,8
8240,3
8241,11
8242,0
8243,11
8244,10
8245,4
8246,8
8247,7
8248,0
8249,2
8250,8
8251,5
8252,7
8253,4
8254,2
8255,7
8256,7
8257,7
8258,7
8259,0
8260,6
8261,10
8262,8
8263,11
8264,8
8265,3
8266,7
8267,11
8268,1
8269,8
8270,7
8271,5
8272,2
8273,0
8274,9
8275,8
8276,1
8277,3
8278,11
8279,10
8280,0
8281,0
8282,10
8283,6
8284,0
8285,11
8286,8
8287,10
8288,11
8289,0
8290,6
8291,6
8292,10
8293,0
8294,8
8295,7
8296,0
8297,4
8298,8
8299,7
8300,2
8301,1
8302,0
8303,11
8304,2
8305,2
8306,7
8307,7
8308,8
8309,4
8310,6
8311,11
8312,8
8313,2
8314,9
8315,7
8316,2
8317,8
8318,7
8319,0
8320,5
8321,0
8322,11
8323,11
8324,0
8325,9
8326,5
8327,0
8328,11
8329,7
8330,11
8331,9
8332,5
8333,11
8334,1
8335,7
8336,2
8337,2
8338,8
8339,8
8340,5
8341,2
8342,8
8343,6
8344,6
8345,5
8346,5
8347,0
8348,6
8349,9
8350,0
8351,0
8352,2
8353,7
8354,5
8355,5
8356,8
8357,7
8358,0
8359,7
8360,6
8361,7
8362,5
8363,9
8364,7
8365,4
8366,11
8367,5
8368,6
8369,0
8370,8
8371,11
8372,8
8373,7
8374,7
8375,1
8376,7
8377,0
8378,7
8379,0
8380,0
8381,6
8382,2
8383,6
8384,1
8385,6
8386,11
8387,6
8388,8
8389,7
8390,8
8391,7
8392,11
8393,10
8394,11
8395,8
8396,8
8397,7
8398,11
8399,6
8400,9
8401,0
8402,6
8403,7
8404,6
8405,0
8406,8
8407,11
8408,5
8409,0
8410,0
8411,6
8412,3
8413,9
8414,6
8415,11
8416,8
8417,11
8418,6
8419,0
8420,0
8421,2
8422,6
8423,7
8424,0
8425,8
8426,7
8427,0
8428,9
8429,8
8430,7
8431,8
8432,8
8433,11
8434,7
8435,2
8436,0
8437,0
8438,2
8439,0
8440,2
8441,0
8442,11
8443,0
8444,7
8445,7
8446,8
8447,8
8448,2
8449,3
8450,8
8451,11
8452,5
8453,9
8454,11
8455,0
8456,11
8457,5
8458,7
8459,0
8460,5
8461,10
8462,11
8463,7
8464,11
8465,8
8466,10
8467,7
8468,0
8469,11
8470,8
8471,0
8472,7
8473,2
8474,0
8475,0
8476,11
8477,5
8478,11
8479,0
8480,7
8481,8
8482,11
8483,9
8484,0
8485,11
8486,9
8487,8
8488,2
8489,0
8490,6
8491,0
8492,5
8493,6
8494,7
8495,5
8496,8
8497,11
8498,9
8499,0
8500,0
8501,11
8502,2
8503,11
8504,8
8505,8
8506,0
8507,5
8508,7
8509,0
8510,11
8511,6
8512,5
8513,0
8514,8
8515,11
8516,11
8517,8
8518,0
8519,8
8520,0
8521,11
8522,7
8523,0
8524,6
8525,2
8526,7
8527,10
8528,6
8529,7
8530,2
8531,8
8532,1
8533,0
8534,5
8535,2
8536,7
8537,7
8538,11
8539,5
8540,11
8541,8
8542,5
8543,7
8544,5
8545,11
8546,1
8547,9
8548,2
8549,2
8550,0
8551,6
8552,7
8553,11
8554,6
8555,7
8556,11
8557,8
8558,9
8559,6
8560,0
8561,11
8562,5
8563,7
8564,8
8565,11
8566,4
8567,0
8568,7
8569,6
8570,0
8571,8
8572,11
8573,2
8574,11
8575,8
8576,7
8577,8
8578,3
8579,2
8580,7
8581,3
8582,0
8583,8
8584,8
8585,3
8586,1
8587,8
8588,0
8589,4
8590,11
